Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. Source: BioCyc Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,# mzVault Results,mzCloud Best Match,mzCloud Best Match Confidence,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: HILIC_FeihnLab,mzVault Library Match: HMDB_MoNA,mzVault Library Match: STD_LIB_HILIC,mzVault Library Match: MSDIAL-TandemMassSpectralAtlas-VS68-Pos,mzVault Library Match: MSMS-Public-Pos-VS15_1,mzVault Library Match: MSMS-Public-Pos-VS15_2,mzVault Library Match: MSMS-Public-Pos-VS15_3,MS2,Area: 04_2nd_extr_After-8_20201022_FS_Disc_Pos_01.raw (F3),Area: 05_2nd_extr_After-4_20201022_FS_Disc_Pos_01.raw (F4),Area: 06_1st_extr_After-4_Extract20200917_FS_Disc_Pos_01.raw (F5),Area: 08_2nd_extr_After-5_20201022_FS_Disc_Pos_01.raw (F7),Area: 10_1st_extr_After-2_Extract20200917_FS_Disc_Pos_01.raw (F9),Area: 12_1st_extr_After-12_Extract20200917_FS_Disc_Pos_01.raw (F11),Area: 14_1st_extr_After-11_Extract20200917_FS_Disc_Pos_01.raw (F13),Area: 16_2nd_extr_After-17_20201022_FS_Disc_Pos_01.raw (F15),Area: 17_2nd_extr_After-20_20201022_FS_Disc_Pos_01.raw (F16),Area: 18_1st_extr_After-7_Extract20200917_FS_Disc_Pos_01.raw (F17),Area: 19_2nd_extr_After-15_20201022_FS_Disc_Pos_01.raw (F18),Area: 24_1st_extr_After-1_Extract20200917_FS_Disc_Pos_01.raw (F23),Area: 30_2nd_extr_After-7_20201022_FS_Disc_Pos_01.raw (F29),Area: 31_2nd_extr_After-19_20201022_FS_Disc_Pos_01.raw (F30),Area: 40_2nd_extr_After-13_20201022_FS_Disc_Pos_01.raw (F40),Area: 41_1st_extr_After-8_Extract20200917_FS_Disc_Pos_01.raw (F41),Area: 49_1st_extr_After-5_Extract20200917_FS_Disc_Pos_01.raw (F49),Area: 50_1st_extr_After-9_Extract20200917_FS_Disc_Pos_01.raw (F50),Area: 52_2nd_extr_After-14_20201022_FS_Disc_Pos_01.raw (F52),Area: 54_2nd_extr_After-6_20201022_FS_Disc_Pos_01.raw (F54),Area: 57_1st_extr_After-3_Extract20200917_FS_Disc_Pos_01.raw (F57),Area: 59_2nd_extr_After-1_20201022_FS_Disc_Pos_01.raw (F59),Area: 62_2nd_extr_After-9_20201022_FS_Disc_Pos_01.raw (F62),Area: 63_2nd_extr_After-2_20201022_FS_Disc_Pos_01.raw (F63),Area: 64_1st_extr_After-6_Extract20200917_FS_Disc_Pos_01.raw (F64),Area: 69_2nd_extr_After-18_20201022_FS_Disc_Pos_01.raw (F69),Area: 70_2nd_extr_After-12_20201022_FS_Disc_Pos_01.raw (F70),Area: 72_2nd_extr_After-3_20201022_FS_Disc_Pos_01.raw (F72),Area: 73_2nd_extr_After-11_20201022_FS_Disc_Pos_01.raw (F73),Area: 75_1st_extr_After-10_Extract20200917_FS_Disc_Pos_01.raw (F75),Area: 76_2nd_extr_After-16_20201022_FS_Disc_Pos_01.raw (F76),Area: 77_2nd_extr_After-10_20201022_FS_Disc_Pos_01.raw (F77),Area: 03_2nd_extr_Before-6_20201022_FS_Disc_Pos_01.raw (F2),Area: 07_1st_extr_Before-10_Extract20200917_FS_Disc_Pos_01.raw (F6),Area: 09_2nd_extr_Before-14_20201022_FS_Disc_Pos_01.raw (F8),Area: 13_2nd_extr_Before-4_20201022_FS_Disc_Pos_01.raw (F12),Area: 15_2nd_extr_Before-19_20201022_FS_Disc_Pos_01.raw (F14),Area: 21_1st_extr_Before-9_Extract20200917_FS_Disc_Pos_01.raw (F20),Area: 22_2nd_extr_Before-2_20201022_FS_Disc_Pos_01.raw (F21),Area: 23_1st_extr_Before-4_Extract20200917_FS_Disc_Pos_01.raw (F22),Area: 25_1st_extr_Before-7_Extract20200917_FS_Disc_Pos_01.raw (F24),Area: 26_2nd_extr_Before-7_20201022_FS_Disc_Pos_01.raw (F25),Area: 27_2nd_extr_Before-8_20201022_FS_Disc_Pos_01.raw (F26),Area: 28_2nd_extr_Before-5_20201022_FS_Disc_Pos_01.raw (F27),Area: 32_1st_extr_Before-2_Extract20200917_FS_Disc_Pos_01.raw (F31),Area: 33_1st_extr_Before-3_Extract20200917_FS_Disc_Pos_01.raw (F32),Area: 35_2nd_extr_Before-1_20201022_FS_Disc_Pos_01.raw (F34),Area: 36_2nd_extr_Before-11_20201022_FS_Disc_Pos_01.raw (F35),Area: 37_2nd_extr_Before-13_20201022_FS_Disc_Pos_01.raw (F37),Area: 39_1st_extr_Before-6_Extract20200917_FS_Disc_Pos_01.raw (F39),Area: 42_1st_extr_Before-8_Extract20200917_FS_Disc_Pos_01.raw (F42),Area: 43_2nd_extr_Before-20_20201022_FS_Disc_Pos_01.raw (F43),Area: 44_2nd_extr_Before-21_20201022_FS_Disc_Pos_01.raw (F44),Area: 46_1st_extr_Before-1_Extract20200917_FS_Disc_Pos_01.raw (F46),Area: 48_1st_extr_Before-5_Extract20200917_FS_Disc_Pos_01.raw (F48),Area: 53_2nd_extr_Before-10_20201022_FS_Disc_Pos_01.raw (F53),Area: 55_2nd_extr_Before-18_20201022_FS_Disc_Pos_01.raw (F55),Area: 58_2nd_extr_Before-3_20201022_FS_Disc_Pos_01.raw (F58),Area: 60_2nd_extr_Before-9_20201022_FS_Disc_Pos_01.raw (F60),Area: 66_2nd_extr_Before-12_20201022_FS_Disc_Pos_01.raw (F66),Area: 67_2nd_extr_Before-17_20201022_FS_Disc_Pos_01.raw (F67),Area: 68_2nd_extr_Before-15_20201022_FS_Disc_Pos_01.raw (F68),Area: 71_2nd_extr_Before-16_20201022_FS_Disc_Pos_01.raw (F71),Area: 01_Water_Blank_20201022_FS_Disc_Pos_01.raw (F36),Area: 78_Water_Blank_20201022_FS_Disc_Pos_02.raw (F78),Area: 02_Pooled_QC1_20201022_FS_Disc_Pos_01.raw (F1),Area: 11_Pooled_QC1_20201022_FS_Disc_Pos_02.raw (F10),Area: 20_Pooled_QC1_20201022_FS_Disc_Pos_03.raw (F19),Area: 29_Pooled_QC1_20201022_FS_Disc_Pos_04.raw (F28),Area: 38_Pooled_QC1_20201022_FS_Disc_Pos_05.raw (F38),Area: 47_Pooled_QC1_20201022_FS_Disc_Pos_06.raw (F47),Area: 56_Pooled_QC1_20201022_FS_Disc_Pos_07.raw (F56),Area: 65_Pooled_QC1_20201022_FS_Disc_Pos_08.raw (F65),Area: 74_Pooled_QC1_20201022_FS_Disc_Pos_09.raw (F74),Area: 79_Pooled_QC1_20201022_FS_Disc_Pos_10.raw (F79),Group Area: After,Group Area: Before,Group Area: QC1-SameVial,Group CV [%]: After,Group CV [%]: Before,Group CV [%]: QC1-SameVial,Ratio: (After) / (Before),Log2 Fold Change: (After) / (Before),P-value: (After) / (Before),Adj. P-value: (After) / (Before)
TRUE,,,C14 H27 N3 O3,Full match,No results,No results,No results,No results,No results,-0.99,285.20496,3.313,99425498.27,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,399444.8162,411036.032,1167654.277,620046.5687,444099.7602,224756.0134,315429.4824,344876.8089,514643.279,259519.7193,367941.7782,289303.2843,235345.007,207597.3279,924661.9882,400931.4029,1778561.854,614620.4061,341240.7957,508066.9487,251945.5519,280245.6554,634017.3805,257140.4358,562110.7098,409556.5336,364247.5709,1338195.709,474802.4946,1409470,482183.4059,279029.2799,3176626.066,4464407.28,5991833.691,579487.2864,3912872.395,2418533.516,2584461.998,2815914.131,74054677.79,6952960.899,5909205.725,1268362.175,3015029.06,15376301.41,4598712.585,14620160.77,4646452.868,24820294.89,9423499.934,8679463.483,3999374.254,99425498.27,6774483.442,4255843.846,1582016.319,5026094.118,13287840.99,26708868.28,6258578.27,6156413.572,1607339.781,170946.5667,89969.78773,8603349.891,8962839.571,8991088.386,9706025.855,11188081.71,12819484.36,13967406.71,13590800.88,12747055.42,13216056.66,405243.9683,5026094.118,11967568.56,71.33976063,174.9590057,18.75511623,0.081,-3.63,1E-15,8.8662E-15
TRUE,,,C18 H38 O5,Full match,No results,No results,No results,No results,No results,-1.64,334.27138,0.619,99206623.31,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,53001500.25,64150106.83,20927508.38,26096978.44,19164795.09,8208505.693,7714088.362,62206234.71,39864201.98,2769622.516,27325324.45,54422595.94,35349354.11,28487118.15,24174903.4,17054705.74,54933671.07,11901333.85,48700914.24,60173381.72,41345601.09,35142491.73,34456360.83,23472261.7,20140241.58,64788500.13,99206623.31,38778388.25,95666179.27,36757080.21,35107344.29,51051290.47,18749216.96,2925129.684,14201240.94,16505525.46,12900947.84,27900581.22,3778735.238,7679725.417,8064651.92,15499404.8,10380138.47,11279126.77,7291734.374,19761318.78,15215681.37,18856051.2,22793994.07,14563958.44,52798805.3,93749310.42,18303985.44,39251715.64,9462334.289,7285793.754,5814583.545,33693845.77,37918593.73,13790635.69,25813132.02,10142739.35,26372908.39,247361.6429,86300.23992,31585941.66,30361011.8,31316909.27,30584771.95,33647774.68,33961528.72,34607150.92,36099999.43,36158756.68,35955746.63,35245922.92,15215681.37,33804651.7,59.46475384,88.59145241,6.912167874,2.316,1.21,0.000379185,0.001102527
TRUE,,Agmatine,C5 H14 N4,Full match,Full match,Full match,Partial match,Partial match,Partial match,0.3,130.12188,8.443,98623572.22,1,4,4,86.6,9.3,71.3,No matches found,Multiple matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,7364817.191,10719438.46,6855136.748,14108626.68,5654646.785,2691218.14,3773395.737,10863478.47,12182925.93,9083287.655,8964050.274,10841146.65,5619310.848,5053617.455,19053739.7,5446430.338,6957272.679,4588723.852,6708299.621,17992438.25,7322163.423,5889029.868,11588968.28,10878081.61,5519874.657,8094209.056,7042856.144,24418189.36,11169487.81,6819590.516,10081942.76,8972420.991,12581886.71,20490793.48,13970175.53,13877711.77,17218507.27,38199008.81,12553539.83,30086611.82,34781945.57,11898239.72,11017966.76,15183444.73,14540818.23,41014596.65,10520994.08,19667934.66,23081473.85,31446315.63,13734732.67,98623572.22,13286036.34,41159698.66,13087509.56,24617806.26,20479572.67,26969013.1,20576482.52,27145005.82,53867093.89,31148645,12664914.03,28660.93429,22515.53644,15937939.67,14446579.18,17032364.18,16047680.14,18809487.77,19678535.96,18805094.97,13725250.68,19699745.52,21408988.08,7729513.124,20479572.67,17918729.57,50.86739891,70.55799276,14.2803113,0.377,-1.41,7.48801E-12,6.56962E-11
FALSE,,,C3 H5 N3 O,Full match,No results,No results,No results,No results,No results,0.26,99.04329,3.936,98419017.44,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,43079660.2,49471772.75,98419017.44,65182603.19,33308593.13,10341548.93,16007015.55,83403846.55,36160108.67,19981479.66,46319098.84,47449842.07,30225567.86,25940626.77,96171839.83,47992377.99,67846943.47,40027257.37,42365915.88,76032641.89,28568520.23,34820205.97,88839127.32,24914515.29,29843250.19,45519061.12,36861868.15,90796532.4,66180573,73455155.25,66841436.85,64529841.97,27308471.35,69773963.51,38498856.08,21120537.97,35162720.41,57983470.08,7376288.982,72720613.14,44970997.85,37600458.49,16830047.37,14903144.88,26902233.12,46567845.81,23976673.13,27177086.15,22780901.74,95849543.09,55489079.84,31854710.7,24388909.6,66071366.02,84803481.14,28465008.84,25904147.08,30905498.49,49075010.07,8180570.278,37261153.55,19780705.74,35294573.34,1348400.339,85130.98232,49156247.59,47662073.07,48593521.62,48074622.39,57393382.62,59143879.04,50963728.37,57047073.83,59974134.04,70170088.37,45919079.98,31854710.7,54005401.1,48.04125435,56.96380121,13.2515857,1.442,0.53,0.05453037,0.103238701
TRUE,,,C11 H19 N O5,Full match,No results,No results,No results,No results,No results,0.05,245.12633,5.406,97453631.81,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,6168622.095,5511588.223,6096165.728,5492085.979,2310774.018,2249648.117,1877198.074,6040380.438,4495213.955,1691509.275,4219760.478,2655231.237,4087134.764,4125886.675,2093546.633,1448795.154,5119709.351,1235349.624,5450283.433,2422999.085,690761.8776,2734269.635,4447244.68,1192384.532,1549408.896,3670061.835,5776331.831,3543735.41,4071750.218,5414633.145,3516281.067,2256654.521,20502093.93,12640837.58,25727694.04,14506514.76,17840148.4,7501022.554,11238644.49,16513508.8,21856395.41,19630098.92,34637589.94,18093672.37,8314717.257,12700826.19,21159904.35,82652856.76,44054296.78,13250332.46,17298476.29,29129342.46,31921006.04,20692348.22,10669536.65,18380085.99,17698149.44,22752632.25,45388521.8,97453631.81,37782861.97,45375091.09,13791892.92,331000.7918,103070.7934,19218090.88,20814398.98,21504362.09,18135118.67,21063985.42,18850683.3,17283332.97,18014851.05,23508885.78,21088229.26,3606898.623,19630098.92,20016244.93,47.50271839,76.8432776,9.780573854,0.184,-2.44,1E-15,8.8662E-15
FALSE,,Palmitoleic Acid,C16 H30 O2,No match,Invalid mass,No results,No results,No match,No match,86475.93,276.20889,0.601,97409193.16,10,1,0,79.4,52.2,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,270336.4103,9502095.879,1128759.906,8462501.042,27369015.43,9330454.005,1981106.422,4878911.539,7041781.083,250966.8844,52085380.24,97409193.16,1149013.115,274512.8575,6542588.44,7053598.537,8450404.794,7990059.417,760445.2523,381359.5485,702498.266,6041212.897,9435464.174,6327252.298,891074.219,255001.6733,6214059.519,8826116.534,412246.8655,82244288.92,7260465.065,6626311.292,14661625.18,16090530.02,9355981.9,18926505.2,1007454.567,18112553.61,1351308.945,2213701.999,14280779.7,18280389.97,59134003.56,7585850.89,19695647.79,32361428.49,1172554.272,21149165.51,19502231.94,15072384.49,15960826.67,21217010.17,13650986.95,29566328.55,6934047.769,22718685.73,19132116.74,20465517.54,51325860.66,23880021.66,23870319.98,28977401.64,16442005.01,18317.26096,13383.67988,22966962.75,2112206.318,1237779.1,56252153.68,24482656.46,2677231.921,23146032.64,22840014.73,13877001.4,1134975.696,6434920.369,18280389.97,18358508.07,187.3460642,67.36238984,100.3338806,0.352,-1.51,0.001036293,0.00276418
FALSE,,,C29 H43 N7 O8,Full match,No results,No results,No results,No results,No results,-0.74,617.31685,9.194,97085763.14,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,20302328.46,34585306.46,6583062.601,15327629.02,6223940.157,9505301.134,15059622.71,11219006.28,55281507.18,13795550.14,15009392.71,8803785.45,5075417.289,6713977.426,97085763.14,29612776.78,16590569.22,12869165.6,11219321.06,14200053.25,9102733.862,14503502.47,31670529.84,40623304.67,33290621.29,17568249.08,10511694.35,11096839.94,1638014.548,13307247.12,14662478.45,38633360.9,23978188.7,87040805.58,24949885.84,25738069.21,10570253.42,24702900.93,23301636.62,357439.8458,34317421.05,22546713.45,18514936.48,16165677.04,55533595.26,80860453.26,17840509.08,68515030.69,12581766.78,27779231.3,43793132.76,62919670.67,13740446.53,22141257.39,17570883.84,13697827.42,31862418.91,25936618.14,53126711.82,37806549.47,10358348.18,15226729.66,10699319.53,78054.52204,66960.50472,38050103.16,26252876.95,26083637.02,31451271.8,29253817.27,27244445.05,38632728.14,35240543.65,35377103.34,32199615.51,14351777.86,23978188.7,31825443.66,92.5492793,71.30300439,14.77910706,0.599,-0.74,0.128213424,0.218136081
TRUE,,L-isoleucyl-L-serine,C9 H18 N2 O4,Full match,No results,No results,No results,Not the top hit,Full match,0.07,218.12667,9.227,96876639.69,11,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,11982728.7,14347142.91,18441830.29,12891637.85,5745231.546,1202682.058,4805782.061,15920125.66,15205151.35,3999683.316,6652157.234,7727534.489,6543518.051,4909292.218,14974610.21,6434038.381,6380277.696,4655226.81,7902561.999,12926661.04,3917805.232,3814708.337,14463410.42,4155596.099,4933277.04,7567565.114,5618716.337,17419872.68,10267240.15,7017110.868,7225566.545,9185736.828,9196250.142,85532530.95,10163398.78,10408237.09,18226087.19,92291682.99,6148099.248,63419381,76930570.64,10662113.08,13338205.01,8269893.483,55507488.54,77120731.81,10615750.55,15891620.48,10869102.1,67150608.5,36996278.97,9371729.549,7306407.544,71072207.56,96876639.69,8637312.279,9438394.722,11433432.01,13684860.27,17280210.74,9511732.352,14293953.03,16859769.98,29978.05704,25976.99372,32564111.25,29996745.63,32753904.19,29850790.97,26546641.86,25265288.81,27496137.45,30180488.16,26900679.54,30913061.29,7121338.706,13684860.27,29923768.3,53.27565338,98.3990582,8.798226081,0.52,-0.94,2.48418E-06,1.10907E-05
FALSE,,L-methioninamide,C5 H12 N2 O S,Full match,No results,No results,No results,No results,Full match,0.76,148.06715,3.515,96827077.99,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,37808109.01,41634369.07,26025154.1,50528403.67,16836690.81,7721960.927,11161196.76,55223449.74,32620679.36,10343543.32,34740337.88,36973098.4,27013144.93,26303900.07,51828650.2,36281491.78,23590565.51,17057208.95,38153434.66,66858325.06,24307089.39,21366815.79,65740726.92,26398979.51,24547673.43,37321551.04,30067187.26,66860292.87,57520595.4,35580079.27,48413861.77,49927311.22,28330032.02,89837053.27,9930942.962,39150127.49,34369416.1,96827077.99,24722171.89,79603016.37,30188138.79,23498789.92,11309576.53,30071850.78,34509750.64,74412080.33,11480669.36,15136568.32,42747318.56,66398590.99,53199073.18,20871148.03,14269249.5,55599422.4,63577118.4,53771640.66,41669655.38,34394803.28,26534775.94,12753522.85,25704961.59,41827623.93,27564491.21,6677876.412,73442.7872,35751040.24,42353181.08,39184182.41,41668092.86,48810092.96,40073904.11,43242209.09,51606458.61,47091573.94,51097214.6,35160208.57,34369416.1,42797695.08,46.11286053,60.2674759,12.10232143,1.023,0.03,0.957720798,0.999998814
TRUE,,,C24 H50 O7,Full match,No results,No results,No results,No results,No results,-0.64,450.35536,0.635,96179225.76,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for other ion,31747216.36,27766338.93,31945637.01,21430926.22,21718264.83,17814269.29,16178331.27,96179225.76,24635103.71,9527070.011,18845902.95,43298682.62,58830758.83,19503697.99,24362527.78,30961939.24,73756091.6,28372759.87,36875316.73,16725380.38,53669523.43,20092585.63,61774108.11,18073657.81,34296831.63,39532248.39,50329713.42,35924262.35,83064636,58069757.19,65373838.24,25937520.31,38592686.87,4615260.564,11863260.9,20008522.62,13465659.38,32289257.03,12183330.29,8798416.4,10325445.38,11127519.14,16727277.53,14412578.01,8556529.661,22028861.22,8891292.785,7618107.991,19293054.94,16079120.81,42813180.09,46392730.27,30314822,37235133.95,12755690.53,13121470.25,12441041,18670599.51,23663482.69,7720763.188,19968514.62,25008011.12,17265312.63,6631362.783,8156037.286,31220522.21,28404169.74,32564139.02,28529413.77,32067311.5,33729788.43,32646765.67,35479175.94,35345255.75,34704345.15,31354577.8,16079120.81,32605452.34,57.28913886,58.16824607,7.799877657,1.95,0.96,4.50028E-06,1.90769E-05
TRUE,,,,No results,No results,No results,No results,No results,No results,,435.35606,0.638,95999443.26,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No MS2,42082939.23,50869690.4,20007238.36,26491082.27,15128074.53,7906238.924,7074353.062,64259998.69,35072131.45,2377752.501,32853188.45,44306177.56,30308795.11,29298360.65,25737310.2,17059875.46,45785051.81,11423308.68,53167958.8,48824266.5,38454575.51,29749409.51,32088091.79,20557181.34,18788147.98,70607572.73,77215981.26,34861083.95,83019950.63,32289973.53,40180656.74,42690881.39,19020276.75,3785962.684,17888143.59,16123106.54,15686482.47,27377410.98,3313720.672,9768196.671,10255813.67,14317754.91,10590317.63,10307223.5,6880422.679,18973428.8,13245965.73,17587398.45,27425849,15147612.48,46482153.11,95999443.26,20524867.63,38160605.12,10035797.74,6974832.835,7194846.23,30736849,33700981.94,13695977.71,30984407.83,15576530.51,33085558.43,147541.4595,160778.0528,26483579.15,27940243.44,28716217.58,28245693.84,32018621.42,32217161.52,30777645.24,33550874.57,32510088.09,34628103.75,32571580.99,15686482.47,31398133.33,56.01452639,84.86246124,8.83391753,2.076,1.05,0.003369503,0.008134619
FALSE,,cyclo(L-alanyl-L-leucyl),C9 H16 N2 O2,Full match,No results,No results,No results,Partial match,Full match,0.45,184.12126,1.669,95689242.94,2,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,53133466.79,75436109.74,65894905.57,46975116.5,24677294.5,9332633.731,14829340.34,58560128.14,45361279.14,12085918.32,53659479.7,38652025.82,19641840,33196045.61,85384781.19,43149663.68,43274361.69,20828990.51,53778529.09,81987430.67,33589009.82,32615625.56,57343895.42,30648462.45,33960046.01,52982019.62,37348409.77,84166576.97,44241326.72,50233041.54,43266279.83,69816276.61,30257769.52,93504275.15,19237369.24,27497772.88,54939785.55,94962434.63,22449755.61,89005481.65,30142929.95,24323751.56,15198285.06,18267201.05,33513744.92,66118508.66,23792796.55,23436583.44,23227720.47,78521728.02,65943541.73,35659123.11,18043805.28,55704409.65,95689242.94,31176180.5,36791304.94,33804299.83,35772554.47,8750494.011,24698641.22,21637928.22,42901867.1,262603.6598,166934.5002,55166888.27,42923071.88,42315687.02,46020647.31,44459535.01,56771132.05,43205271.65,51894063.1,54991742.94,63013846.23,43757844.2,31176180.5,48957355.21,45.0591178,62.99632218,14.46448948,1.404,0.49,0.508015251,0.681503678
FALSE,,3-Hydroxylidocaine,C14 H22 N2 O2,Full match,No results,No results,No results,Full match,No results,-0.64,250.16797,4.361,95514837.9,2,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,36438898.77,41842232.15,37569123.56,50939333.24,21867510.97,13011256.62,21739340.3,63809402.98,34685192.88,15383471.3,38949612.28,32845979.46,24739207.47,25052934.27,41333538.47,33033858.48,27163923.65,24555709.81,43461561.15,68462105.46,25132636.18,14007317.48,66593124.84,33380401.7,15398844.17,40650999.02,37980245.99,95514837.9,42069248.78,35367254.05,48600743.63,50242646.92,29114937.29,39201842.8,39563893.49,35770333.78,45977543.69,35954790.58,16001173.35,68135728.55,43132056.11,41738610.55,13902105.93,43728613.14,30974047.42,29407666.15,62576339.26,17821215.69,34791450.64,32710119.99,31893888.04,42463305.72,16532232.23,36815761.46,50873868.48,47749755.77,40043776.89,35373629.41,34924138.57,30170374.17,57502782.68,37996512.96,15973896.37,86372.00477,50206.70519,39768563.27,41356472.15,42443389.51,27487786.32,28509835.08,33887308.32,43000473.52,60228873.17,52872213.42,50997573.83,35903076.41,35954790.58,41899930.83,47.51165089,35.32585362,25.01954366,0.999,0,0.990897504,0.999998814
FALSE,,,C7 H11 N5,Full match,No results,No results,No results,No results,No results,-0.29,165.1014,0.263,95099384.02,0,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,1261142.454,21618135.26,15729038.93,15859017.64,28389675.83,7995351.511,29950812.36,95099384.02,13870385.93,6330565.864,51275060.28,39368083.22,19958644.92,49823789.61,5545810.586,8774545.754,5338171.585,5505147.721,2890341.859,9776329.929,5038542.472,3556775.398,927496.2854,1824194.282,2653955.475,2815790.639,3563227.261,4601584.579,2646745.911,8332482.479,5805374.052,3990603.732,13856931.62,16133229.31,27690535.76,11450259.38,27931545.24,25077835.55,33054745.07,20687063.02,36493581.6,27986791.2,24860048.02,4253148.819,4669601.199,49882748.25,20290126.21,38225719.32,1505701.013,4172113.542,5508538.414,9650380.977,6082101.33,6399749.05,9982026.093,6623259.967,4768305.367,8423090.54,10698405.6,6668945.691,3386220.276,2306829.353,14169163.2,5053372.561,8195571.078,21812793.32,31801241.65,13748265.2,42296978.72,4546155.138,13646137.62,12597555.44,13758280.34,9897543.541,8066338.063,6067969.958,10698405.6,13697201.41,133.0590438,80.58140848,67.58948309,0.567,-0.82,0.392510605,0.553323572
TRUE,,"5,6-dihydrouracil",C4 H6 N2 O2,Full match,No results,No results,Full match,Partial match,Full match,0.12,114.04294,5.058,95046550.63,9,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,56860234.63,39238893.06,76722721.81,74184544.87,29962037.98,7536029.944,17114417.96,78137199.26,30300101.46,17603641.44,38397482.72,37330715.01,33307155.65,31737947.52,84031707.42,44382559.42,48253020.07,21078799.23,42014180.34,95046550.63,38683373.75,30529841.67,80694458.6,31575502.38,25736488.48,25367307.95,27994525.61,84220197.27,48351299.71,60915582.57,55399225.61,57278519.12,24473359.68,56184970.99,16295077.77,14596891.47,17640624.05,43234701.08,10743423.41,61459366.29,34401873.77,15437376.7,6435216.02,14309294.92,18840699.47,43017793.03,12362674.75,8802566.313,19806913.32,70030946.42,57646443.87,28198990.57,8031287.045,47756638.63,59008813.55,21611837.19,26903688.15,11397346.22,25820956.54,4715831.777,17579038.63,11601694.7,20438802.43,143469.4439,79301.1069,55077321.18,36579017.24,29149788.63,38532657.45,52653538.45,51899011.33,44691542,47931199.08,63019773.9,54579025.53,38961133.4,19806913.32,49915105.2,49.95091212,69.53183936,21.54082193,1.967,0.98,0.000208278,0.000636462
TRUE,,"5,5'-Dihydroxy-4,4',8',8'-tetramethyl-4,5-dihydro-2'H,3H-spiro[furan-2,6'-[7]oxabicyclo[3.2.1]oct[3]en]-2'-one",C14 H20 O5,Full match,No results,No results,No results,Full match,No results,-1.58,268.13065,1.191,93831727.14,2,0,0,,,,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,No matches found,DDA for preferred ion,23168876.1,28058320.7,26111670.06,40251774.97,10139787.64,9007814.833,9685869.601,51545870.88,30989126.01,5833306.701,28589124.78,19473336.97,16593177.09,21350583.84,45966134.57,26610830.02,15597575.81,16659760.21,22208176.68,49441192.29,15390471.39,17303502.22,58883711.88,37437869.64,21157312.63,19479534.95,18747064.13,53711495.49,42049377.3,26686184.33,46537139.86,37272785.45,42010444.1,65186906.96,20077300.72,45837527.42,36578856.6,85249054.76,39854217.88,93831727.14,18879972.19,32994506.84,15337969.24,36538242.71,18721906.32,58336363.96,18573390.92,21133312.48,45697676.6,49068887.14,41939457.75,34229552.03,22651135.06,32318915.25,51324604.75,57588198.92,56580110.07,31951602.93,37631519.14,14351092.13,36548180.46,34095341.28,30348610.91,406992.7392,352197.3595,31788837.89,31685319.38,26017937.09,32856710.79,34234229.45,33290521.21,24149624.23,34558891.28,34987124.41,34399993.44,24640273.08,36548180.46,33073616,51.57046848,48.06652852,11.75645705,0.674,-0.57,0.007874745,0.017831482
